text;label
 Binus! Kakak-kakak yg udah pernah jadi aslab lab IS matkul UXRD atau ISAD, itu pas seleksi, tes tertulis nya ditanyain apa ya? Nder baru lulus tahap 1 barusan dan besok langsung tes nya;1
 Binus! Ada yang punya link zoom ssc? wa lagi g bisa;1
 binus! guys bantu dukung dan doain binus di lima yaa, semoga hari ini bisa menang lawan maranatha ;2
 Binus! Info dong salon yang bagus dan affordable buat potong rambut cewek daerah jakbar;1
 Binus! Ada ga yang jurusan bisnis tp masih ga bisa matkul akuntansi (Literally ga paham apapun tentang ini) Sender kaya gini soalnyamana udah mau ujian;0
 Binus! Nyari temen di syahdan palmerah, buat ngopi2 gitu gada temen disini hu;2
 Binus! Interview aktivis BIC wajib pakai bahasa inggris ya?;1
 binus! B27, gw ada saran nih buat anak CS. gw sngt ga menyarankan kalian ngerjain tugas ngoding pake ChatGPT ato smcamnya kalo kalian blom tau teorinya. ChatGPT itu bagus untuk mengurangi human error aja. boleh pke ChatGPT klo km udh ngerti teori/logic ngoding.;1
 WKWK GUE KEPIKIRAN SIAPA SIH YG NGEPLAY LAGU DI KANTIN BINUS!;2
 struggle! Aku B27 jurusan CS sekarang lagi kesusahan banget sama matkul algoprog. Bentar lagi udah mau ujian aku takut banget dapet nilai jelek. Cara biar bisa lancar algoprog gimanaa guys? Atau ada media pembelajaran di youtube atau apa?;0
 mf jujur gw entah knp ga srek sama angkatan b27 (beberapa) pada seenaknya ke kampus deh.. kuliah pake sendal Crocs, di kelas kerjaannya minta2 kertas dan pulpen klo tbtb dosen kasih quiz. sebenarnya kalian niat kuliah ga sih? atau cuma lenggang2 doang di kampus binus!?;0
 binus! jadwal uts keluar kapan ya?;1
 Binus! Square biayanya berapa sih per bulan?;1
 binus! kalo mau mengundurkan diri langsung out aja gausah ke kampus lagi bisa ga?;0
 binus! dateng yh di anggrek, yg dateng aku cipok emmuach emmuach emmuach ;2
 info kosan daerah binus! anggrek/syahdan kosan campur, kamar mandi dalam, harga max 1,5 plisss SAMA YG GA RIBET PENGHUNINYA;2
 binus! Hi mau tanya, ada yang gym di celebrity fitness TerasKota ga ya? Siapa tau bisa gym bareng. About me: B27, tb 184, male ;2
 binus! plss ada kating yang deketin cwo gw, padahal udah gw bilangin baik - baik buat jaga jarak. Dia bilang kalo dia udah ngehargain gw tapi masih suka maksa ngajak ngobrol n manggil manggil cwo gw, orang ky gini biar kapok diapain sihhh cape banget ya Tuhan ;0
 buat yang tinggal di binus! square atau binus dorm kalo abis masak di cuci lagi, jorok banget anjir bekas telor, mana udah kering pula, walaupun gw punya alat masak sendiri tapi tetep aja kasian yang lain + bau sama ga enak di liat, malu maluin kuliah mahal gabisa nyuci alat masak;0
 binus! B25 kalian pada buat cv pake bahasa apa?;1
 warmindo yang bikin indomi engga kelembekan sekitar binus! dimana ya? makasi;2
 binus! mau tanya kalau reguler pindah ke BOL itu bisa gak sih gak ngulang dari awal?;1
 binus! lebih milih kelas kp atau kelas seperti biasa tapi bareng dosen pengganti?;1
 binus! kita masih jualan nih di alsut, uda nambah beberapa item lucu dari gelang-gelangan, totebag, sampe ada open live drawing murce lho ayo mampir~ ;2
 mau naik shuttle tapi lupa bawa flazz binus! gimana ya ;1
 binus! jarang banget lihat anak inter di base ini;0
 BINUS! DOSEN DAJJAL BNGT SUKA NUDUH2, SEMOGA NI DOSEN SATU APES!!!!!!!!;0
 binus! suka kesian deh sama satpam kijang, sender kan bawa mobil jadi satpam tuh arahin lalu lintas biar mobil atau motor yang keluar kijang bisa nyebrang. Tapi banyak banget motor2 dari luar kijang yang sengaja nabrak lengannya satpam atau udah disuruh stop masih ngegas.;0
 bvoice skill interview buat divisi creative ngapain aja ya?? binus!;1
 Binus! Kalian harus baca inii! Jarang ada aslab yang sepikap tapi kalau mahasiswa pada rajin belajar, aktif nanya dan bisa ngerjain quiz tuh bikin seneng banget tau ;2
 binus! benci bgt kalo guru g ngabarin doi ga masuk ;0
 binus! opinions abt binus that will have you in this situation ;1
 binus! mau tanya pengalaman tentang kerja remote, lamar kerja trusted dimana ya?;1
" binus! shavi kenapa cantik bgt dia bukan ""Ujang "" se gemoy ini ko dipanggil ujang.. ";2
 binus! open les private SOCS AlgoProg buat mid exam guyss;1
 Binus! Pengen cari temen date cowo, tapi gua cowo. Hehe yang ga aneh2 dan ga lemes. Reply atau like ya;2
 Binus! Pagi2 enaknya bikin cerita ttg steven;2
 Binus! Dear Jo, aku harap masalah spt ini tidak mengganggu persiapan utsmu.Aku malah kuatir kamu pecah konsen.Aku diam,krn mmg speechless.Bgmnpun km itu temen aku sejak SD, apapun yg tjd,ya km tetep temenku.Kita saling support aja untuk kesuksesan kita berkuliah.Kasian ortu kita sdh effort sejauh ini.Dont worry be happy.Jgn overthink,fokus uts.Aku sll disini utk jadi temenmu.Okay..JLU.;0
 Binus! Terpantau di jam 02:56, penghuni kursi dorm binals sedang melaksanakan tugas nya utk menghibur mhs yg lagi stress gslc dan tugas lainnya. Sekian meow ;0
 binus! sender B27 jurusan CS, adakah yg bersedia mengajarkan sender dismath. Di kls udh berusaha menyimak ttp aja plonga plongo. Boleh online/onsite, klo onsite (KMG). Mohon bantuan para sepuh;1
 plisssssss helppp, gmna nolak tmn yg demen bgt pinjem duit. tiap bulan demen bgt pinjem duit binus!;0
 haloo aku mau nanya untuk uts di binus! itu full 2 minggu atau ga yaa? aku b27 jadi beneran gaada bayangan, tia;1
 Binus! UTS itu jadwalnya dari tanggal berapa sampe brapa ya? Mau jadwalin buat sosialisasi CB takutnya tabrakan sama UTS.;1
 binus! kalo udah posting forum dan centang ijo tapi di keterangannya 0 of 1 itu gimana ya? bakal keupdate sendiri kah? ;1
 struggle! whats your opinion tentang cewe yang main bumble?;0
 binus! ada yg punya kenalan atau dirinya sendiri mahasiswa BOL compsci?;1
 binus! Sumpah tadi si dia cakep bgt, pake baju pink rambutnya di iket ASDFGHJKL ;2
 binus! HEEELLPPP SENDEERR TELAT UPLOADD ASSIGNMENT GLSS, GIMANAA YAAA ;2
 anak binus! ada yang kenal anak sgu kah? pengen banget temenan sama anak sgu;2
 binus! butuh banget info jam comserv yang besarr:( kalo ada info rply yaaa thank you banget sebelumnyaa;2
 Binus! Disini ada cwo toxic tpi gaa freak gaa ya? Temen aku mau relate sama ketoxican aku;2
 Binus! Hey A, i wanna say i'm so sorry, i miss u so much. ;0
 binus! help gue suka sama anak B27;2
" Hi kka"" Binus! Kak kalau ada ketemu usb kayak gini di kampus syahdan boleh tolong rep tweet ini ga ya:"") kerjaanku isinya di sini semua *hilangnya kira2 pas hari senin ";2
 binus! kenapa tiap kali ada yang deketin slalu ilfeel pdhl pgn punya pacar wkwkwwwww;2
 lets talk, lg pengen cerita aja sih, reply aja ill hit ur dm. struggle!;1
 binus! Sulit sekali yh punya crush beda region;0
 Binus! Gmn caranya meredam emosi? Kek sender kl naik motor tuh kek bawaanya emosi bgt sm org pada kagak bnr smua naik motor plis. Entah pelan tp d tengah lah, entah sen mana belok mana, ato asal belok aja. Plis bgt hari emosi mlu;0
 binus! ada yg tauu nama kucing kijang yg ini gaa yaa? soalnya mukanya lucu, minta dikasihan in aku soalnya namain dia shavi ;2
 binus! maafin aku yaaa :( ternyata quiz lab susah, aku bakal lebih rajin latihan sama dengerin aslab nya;0
 I really likeeeeee uuuuuu ko, awalnya tau by zoom, and i was afraid at that time but the fate membuat kita tanpa sengaja bertemu and since then i really into youu like qdwgeuiqoqperu. Peka pls, did u ever notice me? Binus!;0
 binus! kalo yang ini namanya siapa ;1
 binus! senangnya hatiq habis bertempur dengan gslc;2
 binus! tiba kepikiran aja..sebenernya normal gak sih nyaman sama pertemanan yang *literally* sedikit kayak cuman bertiga/berdua gitu? gue selalu ngerasa capek sendiri di circle lebih gede ;0
 Binus! Haii ada yg ngekost deket alsut ga? Mutualan yu apalagi yg ngekos di inisial K 40 yukk;2
 Binus! Kmrn di parkiran binus yg deket gedung bncc jam 1 pagi ada yg di mobil berdua tb2 nyalain flash ngeliat sender sama tmn2 sender parkir. Bro if y'all wanna do the deed, jangan di parkiran jg pls :)) sebelah ada reddoorz kok :');2
 Binus! Ada ga sih UKM/ormawa binus yg ngadain pelatihan humas mulai dr podcast, desain feed, artikel bareng narsum2 berpengalaman? Butuh banget;1
 binus! SPILL GAJI ASLABB!! btw aslab sm asdos apakah bedaa? tiap jurusan beda ga ya gajinyaaa;2
 binus! cukup satu pulpen satu tipe x aja kalo ujiannya nulis biasa, jgn lupa note atau buku yang sesuai sama regulation dosen incase ujiannya openbook/open note. kalo dibilang open note itu berarti note tulis tangan bukan print. ngga usah bawa banyak barang soalnya tempat pensil aja gaboleh ada di meja. met siap siap ujian ges;1
 binus! ada yg ngekos di kosanku rawa belong (yg di belakang kopi nako) gaakkk ;2
 binus! hi hi b27 (cewek) ada yang ngekost di mandala 3? TEMENAN YUK PLS ;2
 Appreciation tweet buat mas parkir binus! Alsut baik sekali hari inii;2
 Binus! Alat alat tempur untuk uts apa ya kakak2? Pen, pensil, tipe ex dll? Boleh minta rinciannya kah?;1
 Binus! Bakal seberapa anjlok IPK kalo kuis algopro 0?;0
 binus! lg melakukan kegiatan org dewasa (ngerjain gslc);1
 Kucing oren di kijang tuh ad namany gazi binus!;1
 Binus! Bikin acara halloween party yang stay di palmerah syahdan yuk!;2
 binus! aku masih nekat mencintai dalam diam kepada cowoo itu selama bertahun tahun, even though i know kalo dia udh punya pacar setahun lebih, walaupun ga ada yang tau tapi AAAAAAAAAA gimana cara lupainnya yaa, mana belum ad teman curhat klo soal crushh;2
 info halloween party binus!;1
 binus! maap mau proud dikit tadi dapet coklat dari dosen karena resume ku katanya enak dibaca;2
 Binus! Pacaran katholik sama Kristen yes or no?;1
 Binus! Yg minat maen proclubs FC24 reply brok;1
 Binus! Jujur salah ga jujur juga salah maaf ya kalo ada yang sakit hati karena gua terlalu jujur;0
 binus! ada yang rencana ikut iylc 2023 aiesec gakkk? ak pengen ikut tp ga ada temen takut jd ga have fun... BINGUNG BGT ak dari alsut btw ;0
 Binus! Encok dikit gapapa;2
 Binus! Seminar mental health di alsut dari kmng ada shuttle busnya ngga ya? Apa harus daftar dulu? Makasiiii *sekalian cara daftarnya bole?;1
 binus! ada yang nemuin lanyard dan kartu binusian warna coklat tulisan faculty of humanities ga? dibelakang kartunya ada foto cewe anak kecil, hilang disekitaran cafe temu, kalau ada yang nemuin reply ya ;1
 binus! PAK SOPIIRR LIAT ADA YG PUNYA CRUSH BEDA AGAMA NI PAK SOPIRRR;2
 binus! gue mau cerita, gue kan ada satu matkul yang sekelas sama kelas lain. gue gatau sih ini perasaan gue aja apa gimana, ada satu anak tuh kaya diketawain mulu gitu loh sama satu circle. gue gatau cara temenan mereka emg kaya gitu atau itu mereka kaya ngeledekin. kadang blg dia lucu (condong ke gemes), atau kadang kaya lo paham ga sih ketawa ngejek? trs awal2 juga gue pernah liat salah satu orang dari circle ini blg jelek (jujur gue gatau konteksnya bercanda apa gimana) gue kasian, tp gue juga gatau sih itu bercandaan apa serius wkwkw jadinya gue kaya yauda aja cmn masih kepikiran. dah sih gitu aja pls jangan salty gue cmn lagi cerita;0
 binus! TOLONG BANGETT yang masih di binus alsut sekarang, kalau boleh yang masih di lt 12 tolong banget ada ga kotak pensil pink di A1205-06 gw butuh bgt karna ada tugas huhu nanti gw kasih bayaran deh demi apapun;2
 Binus! Interview aktivis BIC susah gak ya? Belum pernah interview sebelumnya harus nyiapin apa aja ya? ;1
 binus! satu kelas tp kok malah gatekeeping info sih dr dosen? balik aja lu ke sma;0
 Binus! Gua suka banget sama orang terus nembak, tapi gua agak salah ngomong kayanya terus gua kaya jujur banget pas nembak, gua kesel banget gua ditolak. Padahal ini gua nembak pertama kali, bener2 gua bener2 suka sama dia tapi gua sesekkkkkkk anjinggggggg, solusi untuk meredakan kesel anyone?;0
 binus! kalau mau tanya tanya part time tim promotion lewat mana ya guys?atau mungkin ada yang bisa aku chat buat tanya tanya?;1
 binus! Hhhhh gua ga marah kok, cm kecewa aj.;0
 info tempat naik shuttle punya binus! di alsut dan jkt di mana ya kalo udah booking?;1
 binus! dicari cowo infj, zodiak cancer, agama kristen ;1
 Binus! Alsut nemu ini di tomoro siapa tau penting buat pemiliknyaa, reply aja yaa ;2
 binus! capek bgt sekost sm kakak sendiri, cuman karna blm pulang habis selesai kelas mampir ke kost temen yg jaraknya gk jauh dari kost gue aja ampe ngadu ke nyokap;0
 binus! all boy are the same makanya mending cari simpenan cowo banyak2 deh karna cowo lu pasti main dibelakang mau sebaik apapun dia;0
 besok ada 3 matkul jatah absen nya sama semua kalau besok aku pake jatah absen nya masih bisa ujian ga yaa? binus! ;2
 Binus! Mau nanya sebenernya jadi activis organisasi tuh penting gasih? Kalo penting, sepenting apa ya?, sender bingung bgt, disatu sisi baru jadi cavis aja uda capek bgt, tapi kepikiran isi cv gmna, kira kalo ga ikut activis, isi cv bisa pake apa ya?, btw sender b27, makanya masi bingung bgt, pliss butuh bgt jawabantengkyuu;2
 binus! eh punten kandidat ketua no 1 ukm ds* ganteng AHAHAH;2
 binus! liat jadwal uts dimana siihh;2
 binus! kek ada bunyi sesuatu? BUNYI HATIKU REMUK ;2
 binus! untuk dhanief HI B25 maap yak aku belum berani dm kamu ;2
 binus! since my time is running out, i just want to confess to you once again. i always like you, as a friend and man. oh how coward of a person i am to only confess to you through this platform.., but i just dont want to break our good friendship yet i dont have enough energy to chase for you again. i dont know if this will be my last confession, but you have once makes me feel things i was quiet numb about it. sincerly, the girl with the same letter as yours.;0
 Binus! KMG, kan kmrn ada akang cendol bandung yg gerobakan di foodcourt lt.q, ada yang tau ga, akangnya suka jualan di daerah mana? Sender peen beli lagi tadi sklian nanya, eh tau udah gaada yang jualan lagi padahal enak bangett... Klo ada yang tau lokasi jualan akang cendol bandung yg kmrn jualan di dlm binus kmg, coba reply dongg, thankss;2
 quiz lab database susah ga yaa binus!;2
 binus! initial H anak compsci b26 alsut ente gacor ganteng abis ihacoy;2
 binus! buat ravell nopung 5 sumpah lo keren banget bjirrr 1000x;2
 binus! kemarin aku liat kalau sosialisasi cb itu bisa diinput ke linkedin ya? kalau boleh tau tulisnya apa ya, terutama kalau in english;1
 Binus! web bimay aku ko disuruh isi survey mulu ya? cara ngilanginnya gmn...;0
 Binus! Ipk anak teknik dibilang bagus biasanya brp siee soalnya kalo liat grading keknya tinggi bgt deh....;0
 binus! rekomen tempat makan malam di kemanggisan guyss;2
 struggle! tampaknya saya hopeless dengan quiz lab algoprog nnti ;0
 binus! mau nanya untuk buka textbook dimana ya?;1
 Binus! Happy Wednesday y'all ;2
 Binus! Anybody mau jadi temen Main PUBG Pls gue capek main local sama jamet;0
 binus! td gw salah post file gslc, ini kalo dihapus gapapa kahh? mau ganti filee plss jawab ;2
 Binus! Ngeri juga mulut bocor bisa jadi admin sebuah website send curhatan anonymous. Jd ap yg diomongin lgsg bs ketawan sm tmn gw (close frnd only). Setiap kli org yg diomongin lewat lgsg pada ngindar/natap sinis. Mending kalo cri org bnr bnr yg bisa jaga rahasia deh, konyol sih klo masih jdi admin.;0
 Binus! Mau pamer peri kecil ayah akdnwhdhwhfjwnfjd ;2
 binus! foto bimay sama foto id flazz bisa diganti ga sih?;1
 Binus! Emg boleh seganteng ini bang?!?!? ;2
 Binus! Please buat yang dapet matkul statistika, spill kalkulator yang berguna buat matkul ini dong, sender mau beli sebelum uts ;2
 Binus! Ges B25 tu masi ikut UKM gt ga sih? Atau udh ga yaa?;2
 binus! ada yg mau nemenin ke halloween nya eastcape.jkt ga? butuh temen cowo nih gua cewe gaberani sendiri :(;1
 Sender B25 binus!, abis ngerjain test seleksi coding dari salah satu perusahaan besar yang ada di internship app. Rasanya pengen ternak lele aja abis tau cmn bisa ngerjain 1 dari 4 soal dalam waktu 2 jam ;0
 binus! jadwal uts kapan keluar deh? bntu jwb plishsjsjs;2
 Binus! Halo semangatin sender dong sender lg down nilai tugasnya biasa aja... (bs dibilang jelek) sedangkan nilai tmn sender ada yg gede, kyk sender ga bs ngasih yg terbaik.. sedih sih ;2
 binus! tolong... TOLONG.. chat sender udah dianggurin 4 JAM sama dia... tolong..... rasanya seperti tidak BERNAFAS..... i Am Dying...... tolong..... sesek nafas.... mual.... muntah..... i cant live like this anymore........ SESAK....... gak bisa napas....... tolongin.... tolong... TOLONG.....;0
 Binus! Tutor cara naik JAK 53 biar kedapetan, sender dari syahdan trus pindah ke anggrek berharap bisa dapet ternyata ttp aja penuh trus, sender udh nungguin sejam ga dpt mulu;0
 binus! aku seneng banget karena berhasil ngobrol sama crush aku setelah cuma berani merhatiin dia dari jauh aja beberapa minggu ini (walaupun sekarang baru lewat chat), doain ya guys semoga kita bisa ngobrol langsung aowkjdksksk aku gemes banget sama diaaa kenaoa dia lucu bangett aku mau pat-pat kepala dia;2
 Binus! Buat binusian yang bertanya-tanya di Anggrek ada apa, di Anggrek ada acara ini. Masih ada sampe hari Jumat. Buat yang penasaran, langsung dateng aja yaaaw atau cek IGnya sascbinusuniv untuk info lengkapnya ;2
 struggle! ada yg tau ga ya kenapa di hp sender wifi binus no internet? jadinya sender ga bisa buat wifi attendance karena kalo nyambung ke wifi, otomatis muncul tulisan gini di bimay. sender udah coba juga ke web wifi binus access tp kayanya web nya diblokir ya? jadinya gabisa login lewat situ juga. sender pake iphone btw. pls lmk kalo ada yg tau how to solve this. tia!;2
 binus! cowo gue kenapa belain temen nya mulu dah anj..;0
 binus! Hawa tercipta di dunia;2
 Binus! Halo kali aja ada anak accounting yang butuh tutor untuk uts, aku open nih dan bisa onsite juga tapi kemanggisan only hehe;2
 Under appreciated heroes of binus! Alsut Nara kitchens teamu guys rock!!! Capek banget seharian keliatan nya, masih bisa senyum sampe sore!!! Keren abiez, kiyowo ;2
 binus! masih bisa ikut uts gaksi kalau autodebet yang tanggal 25 kalau dibayarnya nanti setelah uts? atau harus bayar dulu supaya bisa ikut uts?;1
 binus! cara download transkrip nilai gimana yaa?;1
 binus! sebenarnya kalian tahu ga maksud dari gambar ini? kadang kasihan sama orang yang buru-buru ke kelas tapi terhalang sama orang yang santai. memang sih bisa bilang permisi tapi itu bukannya engga perlu karena ada etikanya? share your thoughts. ;1
 besok jadwal uts keluar ya, binus!;2
 binus! (KMG) kalo kalian yang tadi dilantai 4 ruang 425 atau ditoilet cewe dilantai 4 dan liat BOTOL MINUM WARNA PINK INI boleh rep ini yaaaaa... makasih ;2
 binus! disini ada anak socs ambil minor ui/ux ga ya?;1
 Binus! Ceritain pengalaman internship kalian dong;1
 di binus! kmg ada komunitas rohani gitu ga ??? pengen joinn;2
 binus! Disini ada yang ngikut wework x fiverr international freelance day gk? Kalau ada nanti ketemuan dong, sender b25 kemanggisan kesana sendiri, takut socially awkward sama orang orang disana;2
 wahai binus!ian ada kah dr kalian yg ikut COMICCON DAY 2 (4 November)? Mencari barengan;1
 Binus! kalo misalkan ga ikut esse konsekuennya apa ya?;1
 YG MAU ES KUL KUL GRATIS MERAPAT ke foodcourt binus! anggrek lantai 1 ;2
 binus! life update, kelas paginya dijadiin kp so besok sender datang ke binus hanya untuk matkul sore.;0
 Binus! Klo fail di quiz algoprog masih bisa cumlaude gaa?? thanks in advancee;2
 binus! mas2 pake kemeja kotak2 item putih pake kacamata, tinggi td ngeliat di lift binus alsut sekitar jam 3an SIAPA NAMA MU MAS!!! gtg bgt;2
 binus! nih kayanya crush sender nyadar deh sender demen sama dia yaudah deh gapapa at least sender di notice dia xixixixixixi AAAAKK KENAPA LU GEMESIN BANGET SIH PENGEN GUE GIGIT TAU GA GILA LO YAAA ;2
 Binus! Kalo crush kita hide kita dari instastory nya artinya apa yak?;0
 binus! giliran gw mau move on, knp dia jd tambah deket ya... pls dia yang tadinya duduknya jauh, pindah ke deket gw biar kita bisa ngobrol GIMANA MOVE ON;0
 binus! kesel bgt sama orang yg selalu take in kursi buat genknya. masih mending kalo take in kursi 2/3 ini lebih dari 5 coi. lu tuh udh kuliah sem 3 tapi kelakuannya masih kayak bocil sma.;0
 Mba taylor aku anak binus!an yg pengen banget punya banyak portofolio tpi males bangett kerjain kalo bukan buat nilai kuliahh;2
 binus! uts dari tanggal berapa sampe berapa ya??;1
 binus!tolong yaa yang perempuan kalo buang p*m****t yang bener (dibungkus pake plastik/apapun) diliatnya kurang nyaman dan bikin risih. makasihh;0
 binus! ad ruangan buat tidur gsi di binus??? ngntk bgd anjir;0
" Binus! Bagi yang merasa kehilangan airpods di LKC belakang binus@Alsut kita taro di lost&amp;found,thankyou ";2
 hi ini di kampus binus! region mana ya?;1
 binus! min ini gimana min ada bebek berenang di toilet ;2
 binus! What should i do if someone is bullying me;0
 ini tumben bgt lkc binus! alsut ac nya ga kerasa;0
 binus! Boleh pake celana robek yg ga bolong ga ya?;1
 Binus! Ada yg punya mesin jahit engga kepakai? Aku lagi butuh mesin jahit, boleh banget daripada ga kepakai ku beli aja! Thank you!;2
 binus! refill minum di alsut dimana ya;1
 binus! yang kirim menfess kucing tidur diatas plastik di depan binus tuh binus mana ya? pls lemme know!! thank you.;2
 Binus! UTS CB pancasila smt 1 nanti openbook atau tergantung dosennya ? Perlu diberi sumbernya ? TIA .;1
 Binus! Ada yg punya soal uts uas smt 3 compsci??? Pliss butuh bgt;2
 Binus! Kalo seminar hybrid yg online dapet SAT juga kan?;1
 binus! kalo mau lapor ada barang ketinggalan di lkc kemanggisan biar disimpenin itu bisa gak yaa? baru sadar case earbuds aku ketinggalan di sana ;1
 binus! Bagi B27 di Bekasi yg dulu merasa SDnya di ASBCC, aku pengen coba ngobrol sama kalian lagi tapi aku malu ;1
 struggle! Is it normal to feel paranoid that maybee people around you actually do like to look down on you and make fun of you behind your back?;0
 binus! Udah ampir seminggu apply ke 5 perusahaan di internship apps tp belom ada yg dijawab lamarannya wajar ga yah;1
 binus! spill tempat casan sekitar syahdan dong. batre low bgtt;2
 binus! Kampus elit hygine sulit. Jangankan dikantin di toilet aja ninggalin sampah pdhl ada tong sampah sedeket itu ;0
 binus! Kucing siapa ini yang lagi tidur di depan binus?? Lucunyaaaa ;2
 udah tau salah malah ngotot, siapa lagi kalo bukan tukang tipsen di binus!;0
 binus! mau nanya info dong ini pembayaran semester 2 autodebet tgl 25 nov? trus gua belom redeem ebook gimana dong?;1
 binus! toilet lantai 6 ada yg jatuh tapi tidak sakit ;2
 Binus! just strangers with some memories. ;0
 binus! gua ngantuk parah, kelasnya masin lumayan lama. pls kasi tips biar ga ngantuk selain cuci muka;2
 can anyone explain abt a lost media, game education binus!;1
 binus! waktu itu ada yg join expo nya kawan lama ga ? mau nanya dong sender;1
 binus! di Binus Alsut ada UKS gasi???;1
 Struggle! Hai Binusian aku Angelicha jurusan Psikologi, mohon bantuannya warga twitter ku, untuk voting aku di ig Binus Career Ambassador, kalo bisa dateng pas hari H tanggal 21 Oktober link nya aku taro di comment ntar yaa ;2
 binus!ian cosplayer memanglah epik... tapi pernah gak lo dosen utama kelas lu dateng ke kampus dan ngajar sambil cosplay!?;2
 Binus! Pgn kulinerrr!! Kasih rekomendasiii donggg;2
 dulu ada penyuluhan dr mahasiswi binus ke sekolahku, mereka bilang masuk binus! seru banget. TERNYATA EMANG IYA. buktinya sekarang aku lagi di kelas seneng banget sambil liatin dinding ternyata dindingnya dinding pa dinding oyy dinding pa dinding;2
 Binus! Biasanya maintenance ginian berapa jam ya? Soalnya sender mau cek status job ueue ada 3 jam gak yaa? ;1
 binus! info ukm badminton syahdan dong, masih bisa join gak?;1
 binus! alsut, tadi nemuin ini di kelas cb bindo C5011. yang merasa punya reply aja yaa nanti aku dm, mau aku taro di lost n foundd. thankyouu ;2
 binus! info provider yg ad sinyal trus dong di binus, sender cape dpt sinyal E sm satu bar doang di lantai atas sm kelas pojok;1
 binus! kok gini ya? padahal aku ngerjain gslc terus tadi yang sesi 13 emang lupa absen tapi udah di absen manual cuma kok masih gituu, ini harus gmn yaa ;2
 binus! gue jurusan computer science btw;2
 Binus! Keluar jadwal uts tuh h- brp yaa;2
 binus! ada yang punya grup khusus pemburu sat ngga? mauu dongg sat aku masih 70 ;2
 Binus! Felt a sense of regret for joining BNEC, mana bayarnya mahal pula :/;0
 binus! e-certi dari seminar gitu biasa dikasi lewat mana ya?;1
 Binus! H-brp kalian belajar sblm uts?;1
 binus! quiz algo sesusah itu kah? :'&gt;1
 binus! ad yg punya rekomendasi free plagiarism checker gaa;1
 binus! yang di alsut ayo mampir ya gaes~ kita jualan banyak aksesoris, t shirt sama perintilan kpop ;1
 binus! laptop ini kalo beli buat semester 4 keatas masi oke ga ya? ;1
 binus!Nemu ini di r410 anggrek, di tinggal di kls nii ;1
 binus! cara ngirim gambar gimana ya?;1
 bukan alsut b26 tapi binus! kmg b25 streaming AI, stay safe guyss ;2
 binus! Bekasi yang tadi ada kelas di ruangan 411 jam 7.20 ada yang merasa kehilangan pen merk hp nggak yaa? Kalo ada yang merasa kehilangan bisa reply yaa ;2
 hall badminton di binus! syahdan itu boleh lgsg dateng atau hrs registrasi dulu? atau yg boleh pake cuma ukm bdm? makasii;1
 binus! tadi lucu bgt ada yg cosplay wawan sm venti, itu ada acara apa ya di sunib alsut?;2
 Binus! Di kemanggisan ada apaan sih ini? Kok lucu ada bean bag di tengah2 foodcourt? ;2
 binus! cape gw mah ;0
 Binus! salah ga kalo gua ga masuk circlean tpi gua temenan sama semuanya(in my class)?;0
 struggle! haikal irawan b25 kenapa ga ada yg laporin sih?? kasus lama but theres no action whatsoever, im not ok! he's a creep, masih text cewe cewe sunib dgn niat yg sama!;0
 struggle! parah, siapapun yg jago oj bantu ak, ini masih salah, entah sudah brp kali ak mengeluarkan kebun binatang ;0
 binus! info sat dongg butuh bgt;1
" binus! ibaratnya gini wir, lu lagi ngambis""nya ngerjain beelingua tapi CM nya cuman bisa lu akses bulan ganjil. woilahhh pas lagi sayang""nya malah diphp in ";0
 binus! sorryyy perempuan yg lagi di binus kmg adaa yg punya pads gak ya, got my period huhu;2
 binus! kenapa teman saya anomali ;0
 binus! boleh main kartu ga sih di sunib? kek capsa bukan kartu uno;1
" Binus! Pernah gak sih punya orang tua sering ngatur anaknya, aku sering beli novel ama komik karena memang suka aja baca gituan, kadang pas lagi sumpek abis nugas biasanya pelarian nya ya ke baca buku. Tapi ortu aku malah ngingetin aku mulu ""mending jangan beli gituan gak ada gunanya kecuali kamu mau jadi penulis"" karena kebetulan aku jurusannya computer science, waktu itu aku juga tertarik ama bahasa korea dan jepang, makanya aku beli buku bahasa nya dan sekarang udah lumayan ngerti di level menengah lah, mereka malah ngomel bilangnya ""bahasanya gak kepake, mending belajar mandarin (kebetulan orang tua aku chindo kan, tau lah ortu chindo itu suka bgt ama mandarin)"" padahal aku juga lagi belajar mandarin dan cari bahasa lain biar gak belajar yang sama terus, lucunya mereka bilang bahasa inggris gak guna dibanding mandarin, pas dijelasin tentang hal tadi (hobi dan belajar bahasa) malah diomelin, dikira aku ngelawan ";0
 binus! cowok2 spek om2 pd dmn sih kalian?! show yourself!!!!!;2
 struggle! astaga ini DKV newmed semester 5 gampang betul ya tugas-tugasnya, tolong buat SOD ditambah beban tugasnya biar lebih menantang.;0
 Binus! Hiii ada yang buka tutor economics theory buat semester 1? Nanti aku pc materi apa ajaa, masih tentang pasar sihh. Thank you!;2
 binus! kita boleh bagi bagi makanan ke satpam ga sih?;1
